Date,StoreID,ProductID,QuantitySold,Revenue
2025-03-28,31,kb-4515,27,398.81
2025-03-01,27,aW-9937,21,
2024-11-02,65,Xp-3869,26,361.75
2024-09-11,20,pd-4692,33,36.22
2025-01-20,36,Hy-4334,19,234.71
2024-11-12,84,wv-8725,42,40.3
2024-07-10,48,gS-5687,21,92.92
2024-11-30,68,PV-5118,,49.15
2025-02-08,5,tg-1830,43,
2024-09-25_err,82,TC-1376,44,151.36
2025-03-30,8,AD-8460,48,318.12
2024-08-01,66,,14,158.26
2024-11-22,51,yX-1648_err,46,400.65
2025-01-23,33,nn-1220,29,185.14
2024-09-20,45,QA-9079,7,402.79
2024-04-20,92,ha-9263,36,156.85
,27,UZ-2666,36,139.69
2024-07-07,53,vD-6903,34,156.96
2024-06-10,79,Ih-4551,12,
2024-11-02,76,VY-5563,49,61.01
2024-07-31,39,ec-8954,44,310.95
2025-01-03,85,yu-0556,27,397.67
2024-06-24,47,aU-8718,30,319.09
2025-02-14,56,,19,306.5
,79,Df-4970,26,372.79
2024-11-19_err,63,Li-9576,4,458.44
2025-02-07,6,DV-4784,32,7.28
2024-05-29,17,,5,191.41
2025-03-09,95,sh-3955_err,44,132.29
,37,vB-9124,43,339.39
2024-12-31,59,,8,97.29
,69,cR-4978,12,479.83
2025-03-06,84,OS-6985,23,323.92
2024-06-20,95,st-4991,5,93.11
2024-10-01,76,oL-4534,39,345.2
2024-10-27,86,mu-9065,2,142.83
,47,Le-9819,,108.43
,42,Ns-3859,12,207.53
2025-01-12,83,eK-7003,7,424.18
2025-01-03,77,bE-5890,2,223.75
2024-12-09,13,mq-6265,41,35.58
2024-11-15,79,,48,401.72
2025-03-02,58,DR-6889,46,270.37
2025-01-12,6,El-8392,45,119.71
2024-05-02,18,YM-8553,17,200.35
2024-05-13,12,cD-9684,11,463.4
2024-12-05,16,Re-1180,12,351.69
2024-12-29,48,zF-0337,3,154.74
2024-06-30,94,Bn-8816,42_err,77.55
2024-05-02,12,,23,494.97
2025-03-04,57,KR-6648,44,71.05
2024-07-14,39,Db-4926,48,211.72
2024-10-09,89,fA-2770,34,176.61
2024-12-13,3,vr-9472,49,106.56
2025-03-02,72,ic-9445,42,402.25
2024-09-17,27,ME-5438,10,31.59
2024-04-17,24_err,ZP-2103,20,498.36
2024-12-31,12,,24,91.73
2024-07-30,91,zT-5307,39,496.75
2024-09-03,,,22,413.86
2024-11-01,26,BM-2027,3,475.34
2024-06-07_err,71,CS-4060,2,453.02
2024-08-30,79,xJ-1758,40,323.12
2025-02-18,53,jU-7470,4,10.25
2024-04-25,,,38,290.96
2025-03-11,100,xw-1139,19,141.35
2024-10-17,76,BT-1742,,203.5
2024-09-28,85,tB-7377,6,
2025-02-15,9,VJ-0311,17,22.06
2024-10-16,35,Ad-3568,42,237.13
2024-04-05,88,lu-5456,29,72.42_err
,27,FS-3308,27,355.98
2024-10-09,77,Zq-0016,27,373.07
,97,Yb-1254,5,416.2
,32,sb-5445,16,219.68
2025-03-22,54,dc-1057,12,353.19
2024-12-27,34,Tp-3838,34,51.14
,57,EU-5656,11,62.56
2024-06-18,77,cA-4928,38,477.48
2024-12-20,67,SS-6022,42,482.37
2025-01-22,81,JX-7625,29,337.55
2025-01-29,24,RQ-4070,34,161.98
2024-06-27,16,VX-3909,36,161.54
2024-04-16,87,ty-0440,16,79.2
2024-06-10,1,Yp-0851,19,166.64
2024-09-30,80,wi-8695,28,232.49
2025-03-23,41,gA-4335,2,21.6
2024-12-22_err,83,sv-2864,46,263.84
2025-02-11,76,Yl-5015,33,257.28
2025-01-12,44,ID-1148,9,349.62
2024-11-11,28,Mt-1260,25,360.14
2024-10-19,65,kl-8434,16,88.83
2024-05-16,57,BC-4514,1,267.25
2024-11-18,,dU-9847,33,273.27
2024-07-24,56,mx-3346,10,235.54
2024-06-07,,QS-0371,7,452.63
2025-01-25,48,Bd-6692,6,296.97
2024-08-01,35,cH-7324_err,,423.64
2024-07-02_err,,Sg-6652,16,279.32
2025-01-04_err,66,He-6759,35,266.82
2024-05-25,24,tr-0913,15,54.38
2024-12-11,84,YH-2186,8,347.69
2025-02-07,53,ae-7919,26,367.18
2024-06-23,8,OS-8800,33,231.81
2024-10-01,40,hu-8334,10,61.68
2025-01-06,80,sp-9583,25,28.94
2025-02-05,48_err,tK-0963,36,76.29
2024-09-08,81,hV-6808,14,387.0
2025-02-07,78,Lx-3162,45,306.43
,50,Kd-3630,28,215.38
2024-07-10,49,,43,333.81
2025-02-28,51,AS-4781,22,299.84
2024-10-12,24,QA-1171,9,467.62_err
2024-09-06,43,pZ-0719,28,109.63
2025-01-07,93,HK-2137,23,442.29
2024-11-07,60,Qh-5979,23,372.72
2024-10-31_err,96,Iv-0207,42,183.26
2024-05-13,,oK-2657,47,417.13_err
2025-03-19,37,NW-5752,14,52.71
2024-12-23,,yg-8441,6,428.16
2024-08-30,17,qQ-7946,41,221.08
2025-02-21,36,Wa-7868,4,60.68
2024-10-12,97,Is-1537,,67.0
2024-07-10,69,mJ-5807,3,429.25
2024-12-09_err,7,Dr-6700,2,
2024-11-23,63,Af-7482,,129.95
2024-09-29,54,lP-6901,7,91.4
2025-01-21,33,lw-0007,35,389.51
2024-07-26,63,Yp-3690,38,343.61
2024-12-16,8,GB-0728,43,65.36
2024-08-24,22,dA-2067,29,273.24
2024-07-19,30,IB-1527_err,32,67.07
,76,,35,473.41
2024-10-15,44,OO-5405,33,432.58
2024-05-29,90,zT-5277,15,
2024-06-27,26,wY-2471,39,276.23
2025-01-11,51,Qq-4645,46,254.35
2024-03-31,40,PN-2236,20,360.37
2024-05-09,15,xW-9339,29,69.22
2024-09-02,6,ac-5835,41,461.41
2024-07-16,86,ZF-6592,43,441.88
2024-09-26,87,oJ-0733,22,128.81
2024-05-29,99,IZ-9555,6,471.15
,65,Pr-4217,33,129.45
2024-10-31,54,vu-3834,42,126.69
2024-05-13,94,wm-2689,40,82.76
2024-07-20,35,ty-5307,6,422.96
2024-04-18,61,Fn-8027,24,259.23_err
2024-12-16,19,Tz-7578,44,146.17
2024-10-11,28,fu-2144,39,316.23
2024-12-13,69,bi-6329,5,152.55
2024-09-04,10,bF-1122,28,306.45
2025-03-15,,sK-2878,25,420.09
2025-03-12,67,,6,232.22
2024-11-24,60,Vd-4140,37_err,269.41
2025-02-07_err,52,do-5832,11,373.28
2024-11-13,42,uI-1398,14,402.54
2025-01-11,46,fD-8778,6,299.3
2024-09-05,7,Rn-6260,33,475.91
2025-03-14,23,az-7491,9,408.57
2025-02-09,100,yf-3850,33,468.05
2024-12-08,61,hZ-1123,15,7.25
2024-06-24,16,,25,263.59
2024-11-02,63,ZF-4233,6,448.72
2024-04-14,50,Cb-5053,30,328.52
2024-04-08,96,cQ-9611,,261.14_err
2024-07-19,64,tD-3163,44,142.24
2024-10-05,47,Fq-7254,9,71.89
2025-02-11,41,Cb-0150,43,33.73
2024-08-27,14,OF-3441,24,
2025-02-23,25,xf-4666,2,166.47
2025-03-02,55,EK-5595,31_err,336.71
2024-06-30,76,dA-4470,50,80.17
2025-02-14,27_err,gw-1369,26,484.12
2025-03-30,73,hi-5111,29,213.51
,16,jV-2123,20,16.61
2024-08-30,89,MU-9173,46,191.15
2024-06-17,11,VQ-2576,29,382.75
2024-11-17,94,qe-3935,47,302.08
2025-03-15,19,BH-7412,25,124.32
2024-08-22,83,je-9455,27,360.95
2025-01-20,44,kZ-6901,6,
2024-04-10,61,NB-3755,2,360.58
2025-03-08,92,gN-3454,45,374.72
2024-12-30,93_err,Rp-9327,24,470.33
2025-01-08,50,HH-8069,5,51.07
,11,cU-9960,9,420.89
2024-11-27,91,Mo-4027,49,307.12
2024-10-19,39,,,272.41
2024-05-25,10,sN-9087,17,108.07
2024-09-18,,ua-8727,2,99.5
2024-06-23,91,bM-1084,36,97.59
2025-03-31,90,Wu-8906,40,208.9_err
2024-07-31,,vq-9401,22,414.87
2025-03-15,77,xO-6895,38,74.05
2024-11-27,93,UY-8602,10,185.4
2024-04-22,4,sM-6145,16,389.32
2025-02-22,89,rJ-7139,36,375.93
2024-06-30,45,ph-0266,32_err,7.7
2024-05-27,24,zV-6414,42,247.72
2024-10-07,72,OX-2897_err,41,380.95
2024-04-14,3,XI-6854,13,123.86
2025-02-08,37,mb-2142,2,179.0_err
2024-04-05,57,fc-3977,38,5.12
2024-07-20,84,sb-0767,44,443.14
2024-04-24,79,TF-5642,42,27.66
2024-12-19,88,fL-8973,30,167.69
2024-10-13,44,PT-5876,5,308.35
2025-03-19,11,jA-2083,34,401.5
2024-06-26,29,kV-7560,,137.93
2024-12-17,13,Kx-3672,28,477.69
2024-05-21,54,,16,55.65
2024-11-15,25,Un-3608,,435.31
2024-09-10,85,Cr-0579,7,435.75
2024-04-26,67,sK-1602,19,321.33
2024-12-11,93,Zd-9554,,335.95
2024-04-20,57,NO-0977,6,108.01
2025-01-27_err,44,EG-0700,11,399.87
2024-10-19,31,bP-3736,7,220.01_err
2025-01-26,50,kM-7386,7,225.46
2025-02-17,53,aR-5818,17,88.45
2024-05-19,12,HT-7103,49,
2024-04-25,74,qf-8194,6,
2024-04-07,90,Yj-2483,21,158.62_err
2024-10-12,65,yF-9042,8,283.5
2024-12-04,62,GI-1291,45,181.39
2025-03-08,82,zg-5626,24,255.65
,,br-2100,31,
2025-01-08,63,dE-2754,36,443.32
2024-08-26,13,oL-1191,44,362.58
2024-08-28,49,US-5035,5,397.86
2024-06-26,45,JL-3594,40,167.98
2025-01-21,17,Jh-8262,37,183.45
2024-04-09,26,dq-2542,4,374.33
2024-04-28,29,qz-4307,,
2025-03-13_err,73,Ue-2071,6,449.11
2024-05-17,4,CY-9954,12,125.32
2024-08-17,42,Bu-9690,43,224.82
2024-12-04,3,,47,303.17
2024-05-29,54,my-7945,11,252.27
2025-03-25,20,Ql-1094,,181.28
2024-12-13,28,QB-5142,6,45.38
2024-06-15,86,kx-1682,17,456.54
2024-07-06,91,vt-8447,,312.3
2024-06-26,61,Ee-1192,27,
2024-05-24,93,rP-5458,35,131.63
2024-09-28,80,mG-1809,18,415.87
2024-05-27,39,TP-7805,45,143.54
2025-03-18,83,Dn-9054,42_err,
,28,gh-3070,,366.33
2025-03-22,36,Xq-6636,46,232.14
2024-07-26,2,Nn-8351,41,347.48
2024-06-06,99,Wj-4428,24,300.66
2024-06-18,64,,37,251.55
2024-08-21,17,DH-9752,19,368.48
2024-10-29,84,va-9586,8,
2025-01-20,66_err,Hf-8251,24,179.83
2025-02-17,13,ng-0104,2,177.6
2024-09-26,45,Uw-1480,27,
2024-04-26_err,58,,22,402.22
2024-08-28,5,vV-8880_err,29,135.4
2024-12-07,17,Cw-1387,15,
,71,hq-7285,,367.26
2024-07-31,66,yN-8351,38_err,87.59
2024-11-09,51,rJ-3558,20,297.51
2024-03-31,39,eg-7561,10,27.81
2024-09-15,83,NR-9848,47,419.76
2024-06-08,15,EC-4520,,
2025-03-20,10,GX-6749,22,336.13
2024-12-20,88,TG-7133,17,127.29
2025-03-28,3,fk-6664,33,344.41
,,Gy-2925,16,187.44
2024-11-09,62,,,195.84
2024-05-13,50,DD-7764,37,138.79
2024-08-02,35,ee-5455,34,215.31
2025-02-08,55,Xt-1245,16,274.77
2024-06-28,59,Yx-4162,41,
2025-01-12,86,iu-8195,27,283.43
2025-02-11,99,Wv-9522,35,416.6
2024-05-22,54,Dq-2060,16,484.76
2024-11-02,94,gx-9483,34,13.56
2024-11-07,73,wH-9445,7,65.12
,82,uu-1451,1,458.04
2024-05-19,31_err,,50,57.01
2024-04-27,70,ms-7578,43,340.11
,68,AV-5658,10,382.76
2024-07-09,1,,,173.85
2024-09-25,57,iy-8220,11,101.0
2024-06-19,70,Dm-6312,50,357.39
2024-10-30,5,ca-7291,2,218.66
2024-09-09,19,kh-4307,13,369.72
2024-06-03,80,RT-7309,21,373.89
2024-09-19,1,Xx-1895,19,273.33
2025-01-26,73,ev-3979,18,467.01
,81,Wk-1972,24,339.71
2025-03-13,86,ul-0796,26,418.93
2024-05-06,29,Jw-5966,43,329.06
2024-10-19,5,cp-9760,18,342.91
2025-01-27,7,TF-4976,48,343.45
2025-02-23,37,hi-4313,45,373.65
2025-02-24,,so-7056,15,257.18
2024-11-16,8,SN-9927,12,333.5
2025-01-04,6,ow-8520,,320.64
2025-02-27,66,Xn-1283,39,33.46
2024-08-06,45,Uo-0072,43,109.72
2025-03-27,90,gs-7367,34_err,259.18
2024-04-09,37,bL-5285,31,117.42
2024-07-02,10,sH-3583,20,233.84
2024-08-09,28,nE-3708,,390.95
2025-01-02,10,Xf-8560,43,231.85
2025-01-04,20,gS-0068,,
2025-03-22,71,,41,236.74
2024-11-14,49,sE-6715,3,312.17
2024-04-20,94,bU-3825,48,287.86
,45,Xv-1664,45,324.18
2024-06-16,26,ot-6694,16,248.06
2024-10-13,22,gC-4547,28,89.71
2024-10-01,15,Ue-4168,28,157.48
2024-10-19,36,zV-0863,30,243.91
2025-03-17,4,OQ-2495,17,18.61
,99,GM-3321,32,50.07
2024-10-14,72,,27,420.36
2025-03-27,70,Ua-2992,15,
2025-02-18,10,pR-6438,34,367.47
2024-05-31,10,vy-2591,22,410.58
2024-04-15,68,,1,439.3
,5,II-9683,12,243.75
2024-07-24,94,SG-2298,7,240.32
2024-07-15,30,KH-7950,16,162.62
2025-03-05,47,Wq-7738,35,411.87
2024-09-29,26,Mi-4492,37,
2024-10-03,,oU-4821,18,437.24
2024-04-20,35,PR-1248,29,414.11
,41,RF-3096,50_err,423.14
2024-12-21,90,dL-9783,44,41.38
2025-03-24_err,86,Dc-7835,23,343.43
2024-04-27,23,If-0218,22,30.13
2025-03-06,37,xT-5726,37,237.42_err
2024-05-22,56,,50,471.7_err
2024-09-22,67,Gt-8611,13,200.1
2024-11-27,91_err,qw-5092,5_err,22.09
2025-03-24,55,dO-4931,1,94.97
2024-11-04,23,tO-4603,43,36.12
2024-05-19,49,Wv-4905,47,429.47
2025-01-12,14,Se-9523,12,139.35
2024-07-29,93,aK-2251_err,20,106.67
2024-08-20,34,AH-3884,10,458.39
2024-08-03,10,Xd-6712,14,156.99
2025-03-10,97,BX-7171,2,48.05
2024-06-02,49,ji-4673,2,342.91
2025-01-19,1,Gp-7002,3,276.31
2025-01-21,53,td-2594,36,380.92
2024-06-25,37,sw-8438,17,259.37
2024-09-17,3,es-1660,14,141.97
,88,WU-6230,37,366.45
2024-12-16,13,gJ-4982,19,368.32
2024-12-13,78,xh-6096,,176.23
2025-03-26,93,fi-3361,3,68.58
2024-07-25,53,yH-7923,44,365.6
2024-10-25,76,yJ-7268,11,407.31_err
2025-01-07,99,Fs-1596,,235.81
2025-03-27,26,eV-2955,22,386.31
2024-05-19,6,we-7430,25,420.94
2024-06-19,23,YQ-5332,31,159.41
2024-12-04,5,Sa-5532,,23.77
2024-10-19,33,Pm-2568,9,484.68
,17,vg-1764,44,407.74
2025-03-04,75,RZ-9504,6,189.93
2024-04-10,94,CF-7434,13,
2024-08-10,,wS-1155,50,499.43
2024-04-14,48,Uv-7986,,237.0
2024-07-04,59,Mw-6639,,240.38_err
2024-07-24,57,IU-5704,41,281.05
2025-03-25,74,ua-0892,26,180.44
2024-04-15,86,GA-6680,2,149.83
2024-06-26_err,10,br-5570,32_err,362.03
2024-08-09,22,Jc-8207,,67.36
2024-04-22,25,,48,339.39
2025-03-03,85,LO-9264,35,266.19
2024-08-02,97,sP-0568,48,347.0
2024-06-01_err,20,ct-2739,31,422.68
2025-02-03,66,uC-3235,34,311.05
2024-08-03,35,WZ-9246,,229.06
2024-04-28,18,Ra-6244,5,13.34
2024-04-24,91,fq-0382,35,31.14
2024-07-19,66,ih-6054,,65.52
2024-07-30,46,qr-7529,39,289.9
2025-03-12,28,go-9785,21,455.03
2025-01-24_err,7,ug-2053,30,433.34
2025-03-18,80,IR-3395_err,,441.67
2024-08-08_err,92,kO-8753,46,95.55
2025-01-07,71,,35,165.38
2024-09-13,95,AP-0828,17,134.93
2024-10-12,10,vM-4421,38,96.51
2024-04-26,80,GK-8618,42,
2024-07-19,32,lU-9061,35,62.48_err
2024-11-04,19,hm-2336,9,385.06
2025-02-28,10,oU-0977,9,245.57
2025-02-07,1,aM-3989,39,472.42
2024-10-23,23,WE-0343,46,25.13
2024-04-17,34,sz-4873,45,442.19
2024-08-15,,OF-2741,21,286.25
2024-10-07,76,Il-2525,35,215.68
2024-05-14,19,RA-0729,40,
2024-04-20,96,qE-6357,40,358.05
2024-05-15,95,Xh-9323,,172.57
2024-06-15,8,fe-8207,22,368.35
2024-05-27,16,Dz-2871,39,361.75
2024-07-10,52,,17,43.98
2024-08-22,81,BJ-2042,6_err,32.82
2024-09-29,23,eW-3057,15,162.91
2025-03-01,23,KR-4105,42,172.64
2024-08-06,,TM-9293,2,379.48
,10,Iq-0703,21,185.34
2025-02-17,,dz-3205,,398.64
,91,JO-1685,5,255.2
2024-10-22,85,YI-4487,5,103.76
2024-04-26,87_err,XS-0489,13,223.16
2024-12-01,42,DQ-9531,42,305.63
2025-01-19,82,TC-3233,,
2024-08-15,28,kw-4432,40,304.36
2024-08-28,36,UO-4720,38,50.07
2025-01-21,22,Yf-2985,2,
2025-01-09,100,WI-1799,36,425.15
2024-06-06,28,zp-7733,22,95.38
2024-11-25,94,ma-7935,45,440.62
2024-07-01,23,hw-9272,10,425.44
2024-04-25_err,57,iy-5948,2,323.19
2024-07-07,81,YM-4056,11,237.48
2024-07-03,3,KN-5703_err,19,
2025-03-26,71,HI-7186,37,197.59
2024-06-15,2,Gu-5797,39,213.02
2024-08-12,59,RJ-1437,9,5.63
2024-09-22,78,rE-7708,24,252.43
2024-10-02,16,Vi-9318,13,280.58
,79,DH-8713,25,102.17
2025-01-28,88,SR-8877,28,
2024-04-19,58,Oq-7935,6,304.22
2024-04-12,16,VA-5266,50,198.37
2024-11-03,3,MW-3815,48,259.87
2025-01-11,,Vi-0076,6,268.92
2024-06-16,92,mD-8351,40,192.07
2024-05-22,97,eF-3395,17,147.97
2024-04-27,45,,48,454.46
2025-02-15,21_err,sS-5400,16,24.77
,50,,9,346.25
2024-05-23,35,KV-1916,33,192.22
2024-10-27,4,Zh-0380,34,253.19
2024-11-06,96,UT-7138,21,186.47
,28,,1,308.53
2025-02-02,75,AF-1372,27,230.8
2024-05-24,48,Dc-2407_err,44,367.63
2025-01-07,23,,25,496.92
2024-10-13,38,SW-9019,29,333.62
2024-07-18,6,NV-1383,29,36.49
2024-12-08,,sz-1869,6,230.76
2024-05-05,68,Gp-8109,10,396.13
2024-07-31,89,sG-3646,37,432.99
2024-05-03,62_err,MH-0904,42,84.26
,12,Mo-8903,,282.41
2024-10-24,75,,13,78.05
,49,wK-9789,29,303.88
2024-07-11,4,dB-8111,12,127.07
2024-09-27,69,bS-8937,46,194.61
2024-08-14,6,lO-5499,8,217.81
2025-02-09,33,Qk-9633,16,263.83
2025-03-17,66,Sg-9892,9,334.51
2024-07-29_err,36,BG-1501,27,166.51
2024-06-17,38,Gq-1509,29,185.42
2024-10-08,8,Fm-5312,1,110.95
2025-02-23,62,Qy-1038,34,117.6
2025-02-19,79,cu-1959,22,
2024-11-09,80,Wy-8302,34,72.87
2024-07-24,97,YG-3132,35,332.67
2024-04-05,23_err,JD-3097,47,336.74
2024-04-28,97,YU-9851,23,301.43
2024-08-31,49,sp-8993,15,297.48
2024-08-23,40,sH-4021,41,
2024-10-22,34,Gt-6896,50,11.76
2024-10-24,20,HU-1258,13,377.96
2024-07-26,1,Vr-5790,12,93.07
2024-09-07,96,TR-3066,6,236.13
2024-12-02,33,JN-3911,35,32.21
,53,yx-2266,25,119.8
2024-11-04,2,ow-3579,7,203.5
2024-05-24,20,YM-7039,,214.8
2024-06-07,42,XS-8630,16,236.72
2025-01-05,46,qM-4007,9,296.73
2024-04-25,99,ez-3259,37,124.63
,61,IE-5613,32_err,204.44
2024-07-07,96,QF-4815,45,29.11
2024-11-23,64,iC-7111,25_err,499.2
2024-10-04,11,xV-5643,38,200.83
2025-01-25,100,rN-1836,28,44.21
2024-05-22,12,gz-3605,7,246.05
2024-03-31,16,IM-3609,30,430.44
2025-01-13,94,fz-2113,4,24.97
2024-04-21,55,BR-8725,30,433.31
2024-12-12,84,Gy-5027,8,312.32
2024-11-05,20,By-5940,44,446.27
2024-04-20,84,LZ-1989_err,27,334.18
2024-12-29,17,,26,441.7
2024-08-12,52,td-3184,7,224.66
2024-07-02,99,at-6752,40,181.54
2025-02-24,14,Ty-1671,43,
2024-07-15,10,eg-5164,18,144.62
2024-04-14,43,Nn-8443,8,134.48
2024-07-24,16,cm-1219,44,435.18
2025-01-26,67,qB-0781,11,153.76
,69,,37,69.96
