Date,StoreID,ProductID,QuantitySold,Revenue
2024-09-05,8,fv-8952,20,310.98
,48,Vu-0202,29,428.07
2024-09-17,91,fH-5406,19,114.87
2025-02-28,48,wz-1469,21,447.13
2024-04-20,76,Ql-9173,34,322.15
2024-05-07,90,oZ-1110,35,482.29
,73,kJ-3583,10,262.71
2024-06-10,35,nB-0573,40,192.75
2024-04-05,71,Le-5314,35,164.98
2024-07-19,34,nD-6187,8,116.76
2024-10-12,75,xM-3946,39,264.66
2024-05-17,45,vH-6219,21,95.81
2024-07-18,3,fW-7352,18,38.52
2025-02-15,23,ST-8671,,343.51
2025-03-29,23,Pf-2038,22,20.99
2024-11-17,89,Of-3222,49,277.48
2024-10-13,,Eb-3349,29,271.37
2024-05-21,67,WZ-1591,43,163.56
2024-04-29,58,MP-0877,45,295.35
2024-10-08,46,XS-5922,46,255.02
2024-12-18,15,,26,339.74
2024-11-05,71,Sq-9351,27,286.35
2024-06-06,85,Gw-4318,39,42.13
2024-12-11,38,Ro-6943,31,485.2
2024-06-11,15,xo-9930,6,295.51
2024-07-28,32,FJ-2570,29,454.85
2025-01-25_err,95,Tk-0182,36,
2024-04-08,29,XQ-6198,44,276.41
2025-01-21,82,Ao-7996,13,72.04
,79,XF-1611,31,286.86
2024-12-30,80,Gu-1917,14,436.25
2024-04-30,95,zi-8527,41,427.31
2025-01-23,83,cN-7953,32,373.35
2024-04-11,29,ML-8319,13,286.94
2025-03-21,60,Fg-4748,15,25.72
2024-11-09,77,JL-1266,35,71.3
2025-01-05,37,tt-0360,36,139.77
2024-08-23,5,EV-7675_err,27,91.8
2025-03-02_err,31,wi-4144,39,317.74
2024-11-14,99,hC-4206,19,100.44
2024-12-11,70,Vx-3382,42,
2025-03-03,50,wi-6642,33,400.35
2024-08-30,41,fW-6128,35,41.32
2024-11-09,,Qu-9647,36,341.79
,85,Sx-8692,30,484.56
2024-11-08,47,EK-8983,7,324.03
,15,,32,335.29
2025-01-13,83,Rq-4726,35,449.53
2025-04-01,73,In-0883_err,49,417.78
2024-09-02,42,oI-6102,49,487.01
2024-08-19,,ql-7266,5,146.51
2024-10-25,61,lp-9957,3,89.92
2025-03-06,100_err,cc-4389,1,495.13
2024-10-22,40,xY-9645,12,454.49
2025-01-01,60,eS-0291,20,50.54
2024-10-04,44,,40,331.36
2025-02-27,85,jO-6691,,365.36
,43,EO-7817,44_err,487.19
2024-12-14,,SS-7807,32_err,482.81
2025-03-20,44,Ll-6706,38,171.0
2024-05-15,69,hT-9532,47,284.32
2024-05-09,29,KQ-1562,3,352.97
2024-11-18,59,gS-5944,27,407.07
2024-12-15,11,MN-3599,14,220.25
2024-12-07,35,iO-0496,39,290.6
2024-12-02,1,tI-6992,43,58.38
2024-08-23_err,31,Bm-7058,10,327.37
,8,TE-4103,8,
2024-10-16,48,qZ-0785_err,1,290.11
2024-11-20,,cK-3232,10,167.27
2024-07-18,60,,50,279.94
,3,ve-4730,22,207.11
2024-08-28,46,mx-9025,43,257.01
2024-05-19,40,jE-3285,1,296.86
,79,tL-1428_err,44,307.58
2025-03-14,55,hj-8677,47,397.42
2024-04-02,86,oy-0007,,429.03
2024-11-27,37,sK-1959,48,396.12_err
2024-08-31,89,wk-2080,13,499.17
2024-10-27,70,sl-1337_err,26,
2024-06-24,14,bw-7477,46,253.52
2025-02-01,30,WC-7566_err,10_err,105.57
,22,hG-8247,29,494.93
2025-01-04,4,Sv-4074,40,320.8
2024-06-23,21,to-6730,26,140.81
2024-12-07,21,WY-1195,38,322.55
2024-11-24,75,YQ-7833,24,223.34
2024-06-17,46,,28,466.33
2024-04-14,48,wN-5343,35,188.98_err
2024-07-15,77,oi-8213,44_err,371.83
2024-05-09,68,Az-7901,43,81.98
2024-11-22,5,ks-5910,1,155.46
2025-02-10,48,yL-2490,15,97.78
2024-12-11,51,IN-3217,32,425.77
2024-08-26,20,mC-9636,40,477.2
2025-04-02,88,NT-8467,6,386.27
2024-10-25,83,fo-8546,47,12.96
2024-05-18,30,ad-8726,4,439.98
2025-01-29,48,cJ-5280,24,419.27
2024-07-02,43_err,mQ-0565,28_err,41.94
2024-12-24,9,uR-6606,6,169.67
,87,NK-9206,37,367.02
2024-06-20,12,ma-8297,13,94.77_err
2024-05-30,34,gz-7938,23,84.93
2024-11-28,30,PE-4470,14,147.22
,100,tS-8192_err,18,309.22
2024-09-18,84,Bz-2228,37,313.23
2024-05-16,,Zm-3815,,22.05
2025-03-31,56,kH-0745,6,
2024-07-18,55,yU-1240,40,166.55
,2,jr-6637,39,60.23
2024-10-06,47,FV-2298,2,12.17
2025-01-03,60,ER-9363,36,364.66
2024-09-05,80,Ut-3775,50,59.71
2024-08-14,83,Jb-9126,49,198.61
2024-05-22,83,pD-8092,,486.79
2024-05-08,74,Zj-7360,27,163.76
2024-11-01,41,uK-4211,15,193.45
2024-10-16,71,SN-4681,21,457.79
2024-07-18_err,28,Ta-1201,35,498.63
2024-09-15,45,Ds-1512,31,
2024-05-09,32,kn-7874,2,56.07
2024-07-17,55,rw-9182,41,392.21
2024-10-01,10,,31,242.73
2024-09-18,33,GF-3383,28,377.41
2024-07-09,16,ZB-3954,18,382.11
2025-03-15,9,sM-2639,49,470.55
2024-09-20,37,ra-7496,32,388.0
2025-03-15,68,,22,172.17
2024-06-27,70,Il-6982,25,285.47
2025-02-21,55,pv-0365,20,449.97
2024-09-19,87,PW-6722,46,450.82
2025-02-28,17,Jv-5361,49,446.41
2024-10-02,54,Qj-6572,32,256.39
2024-12-15,78,nx-7718,43,356.74
2024-09-16,58,QV-4461,42,218.93
2024-06-07,19,YV-8211,43,257.96
2025-03-22,43,hm-5681,26,345.51
2024-06-05,20,QY-7912_err,10,201.2
2024-12-15,77,fx-9228,34,493.33
2024-05-14,48,KS-9460,1,389.29
2024-08-11,37,mv-1241_err,38,381.49
2024-07-27,90_err,MP-6479,45,433.52
2024-08-28,90,CD-7052,23,94.68
2024-11-07,,dI-3186_err,7,225.86
2024-09-04,53,gQ-9483,29,419.25
2024-07-07,95,ze-1412,1,480.68
2024-12-07,89,Mp-7913,15,80.08
2024-08-06,77,NG-7041,35,155.09
2024-07-27,3,Cc-2019,20,435.48
2024-09-23,89,Eq-3893,3,322.45
2024-07-08,16,fP-2063,33,254.97
2024-10-19,30,gA-9286,3,64.94
2024-08-01,14,,28,79.91
2024-06-05,87,YD-5317,44,216.89
2024-12-17,26,SU-1903,22,53.51
2024-04-03,4,Yg-9912,31,187.03
2024-05-15,23_err,ZR-2994,13,396.05
2024-07-06,92,SP-5087,,319.01
2025-03-18,24,HU-4425,16,339.76
2025-03-06,83_err,RF-5706,26,388.09
2024-12-06,63,,36,315.83
,81,jV-6810,20,267.08
2024-08-25,35,wI-4935,26,369.09
2024-05-26,2,Ez-4277,46,66.79
2024-05-03,14,lD-8130,32,395.34
2024-12-29,,QI-7248,36,431.18
2025-02-15,,gj-6670,35,214.84
2024-10-09,66,yT-7026,35,406.14_err
,10,Ts-1352,15,417.73
2025-02-11,15,oT-9095,,92.16_err
2025-01-30,16,kh-3674,36,156.22
2024-07-30,,,40,291.71
2024-07-13,19,Cu-7343,,316.77
2025-03-17,72,kW-8682,32_err,493.3
,28,fL-4072,47,204.62
2024-04-07,39,Fe-5884,47,168.7
2025-02-13,8,ch-0288,5,230.21
2024-09-02,74,Hn-5539,1,12.4
2025-02-28,52,De-4056,43,189.15
2024-04-16,82,Wj-2922,15,135.39
2024-07-12,5,Ed-4097,8,
2024-09-23,12,LT-1052,49,431.6
2024-10-01,98,EY-2006,45,47.53
2024-12-26,49,Tm-9150,25,60.72
2024-10-24,82,cB-7444,48,409.28_err
2024-06-05,48,,22,224.88
2025-04-02,7,wm-8558,,177.31
2024-09-14,,dX-6143,6,194.17
2024-04-27,78,At-2565,2,451.3
2025-02-15,49,,40,467.54
2024-09-22,48,FW-4042,22,460.75
2024-12-31,30,hh-9887,26,402.35
2025-03-18,77,GG-5384,20,306.94
2024-10-28,69,qq-8242,,384.75
2024-12-17,59,CX-7495,19,131.48
2024-12-31,40,ul-5131,42,226.58
2024-10-05,58,Qr-1979,31,327.17
2025-03-10,30,,42,452.87_err
2025-02-24,65,dz-9735,27,6.31
2024-10-28,,,17,6.0
2025-03-18,34,,1_err,232.07
2025-02-02,56,az-7576,3,44.66
2024-11-28,56,Gp-9567,17,336.06
,21,pP-4395,17,54.61
2025-01-10,12,,18,446.53
,,cc-7480,38,364.53
2025-01-11,6,ln-2301,18,467.7
2024-11-08,99,dk-9169,3,270.19
2025-03-17,69,,50,24.35
,23,hT-3999,19,188.73
2024-10-23_err,14,hT-9724,42,415.69
2024-05-17,31,pi-2826,27,58.65
2025-03-23,92,LY-1192,48,202.76
2024-10-14,69,fc-0658,28,189.21
,6,fZ-2464,48,323.84_err
2025-01-29,8,eu-0971,11,331.47
2024-09-09,65,kE-1032,12,405.11
2024-04-07,12,,,131.33
2024-06-05,48,Dw-1303,17,387.24
2025-03-17,48,,46,143.08
2024-11-20,25,iu-4384,14,283.72
2024-11-20,53,Gc-2222,34,268.22
2024-12-31,100,oE-9526,11,92.81
2025-03-08,,UI-7581,41,304.12
2024-05-24,5_err,bk-4700,,412.42
2024-07-11,35,BY-3046,49,465.11
,74,AL-8724,,411.91
2024-05-04,4,PO-5274,,386.84
2025-01-25,49_err,Vy-4925,20,346.08
2024-05-11,59,ON-6750_err,44,203.98
2024-06-10,96,Oj-5037,14,203.01
2024-08-09,32,,,62.84
2024-10-04,87,VK-1331,35,252.67
2024-10-10,98,Em-9149,44,41.95
2024-11-19,11,sq-8382,15,188.93
2024-04-03,64,,42,295.2
2024-05-29,22,yO-3862,5,143.65
2024-06-08,12,fg-0311,34,384.37
2025-01-06,66,LB-2832,16,
2024-09-21,70,Bz-0847,21,251.48
2024-07-29,85,fm-5587,24,332.68
2025-02-27,34,ys-8707,33,168.78
2025-02-02,81,nR-4270,19,281.55
2024-04-17,,TO-7110,25,246.32
2024-12-10_err,98,Ow-8104,,131.04
2024-04-30,55,JT-9802,41,370.0
2024-07-26,57,Nt-9413,50,57.22
2024-12-28,99,Qv-3517,25,466.53
2024-07-25,98,Gm-8091,16,370.22
2024-12-28,68,AJ-1606,43,415.04
,93,IL-2934,38,395.05
2024-10-26,46,,29,211.18
2024-06-02,16,Xc-9653,21,190.36
2024-07-19,33,Qp-9355,47,299.88
2025-01-04,87,yK-6850,16,444.82
2025-03-17,54,hs-5062,12,106.65
2025-01-20,53,Er-5507,8,
2024-09-22,80,XH-6044,,205.31
2024-07-19,53,sA-8619,40,54.74
2024-05-17,72,Lo-4657,8,167.53
2024-08-15_err,45,,5,283.41
2024-11-13,23,,21,187.01
2024-04-20_err,89,zc-8368,,87.03
2024-09-09,46,,8,238.64
2024-05-09,38,zD-4223,1,270.88
2024-10-01,62,OQ-7930_err,45,297.57_err
2024-04-23,48,In-3472,14,155.69
2024-11-05,76,zT-3275,41,372.93
2024-08-05,,Tb-4322,,71.64
2024-11-10,23_err,DG-2334,8,310.09
2024-04-29,96,GG-0430,31,302.24
2024-05-20,8,,24,398.96
2025-04-01,61,jA-1875,37,104.82
2024-09-30,52,Vi-0507,3,281.95
2025-02-18,95,gz-3889,36,432.34
2024-11-06,4,uu-4857,16,45.79
2024-07-17,6,,27,437.69
2024-09-03,18,yq-5961_err,1,417.35
2024-06-01,19,,33,33.14
,56,Hf-0787,42,253.32
,77,yc-1325,3,14.5
2024-09-09,87,kY-6485,49,96.73
2025-01-05,71,Ns-9192,26,136.01
2024-08-16,97,GA-7776,31,355.52
2024-12-05,33,Fh-7687,47,126.78
2024-12-10,22,Su-8025,50,383.29
2024-10-12,27,gM-1295,40,276.87
2024-11-20,,Ll-8437,16,390.22_err
2024-07-31,8,Cs-6058,23,469.57
2024-09-23,13,DL-5425,19,195.54
2025-01-22,19,Nb-2632,24,100.96
2024-08-23,60,Pl-2869,26,164.16
2024-12-06,51,DD-3741,42,163.95
2025-02-13,50,Ig-4290,12,133.55
2024-10-26,28,lB-3963,,366.02
2024-11-03,56,qo-6688,7,9.54
2024-10-24,8,xk-4773,36,483.81
2025-01-19,62,Ag-2915,8,393.48_err
2024-10-30,16,qN-3070,23,417.35
2024-05-27,,Yx-4583,11,485.02
2024-09-28,27,zV-1508,,258.79
2024-06-20,,xQ-8531,36,481.16
2024-07-30,76,Wj-7476,26,89.77
2024-08-09,12,hm-8278,38,89.46
2024-07-24,68,PZ-8468,42,27.43
2024-12-23,75,rI-1907,32,227.38
2025-03-09_err,54,CL-1663,31,69.56
2024-04-02,17,,10,417.41
2024-05-10,10,Iz-3933,37,468.98
2024-07-26,62,iJ-2868,,358.67
2024-10-26,,,15,484.65
2025-03-15,85,ML-9612,,149.98
2024-05-06,95,sj-6675,36,
,,Ko-8743,,303.14
2024-12-08,94,JU-2240,38,49.25
2024-12-28,81,,31,183.14
2024-09-30,59,ZD-9920,31,300.46
,,zy-9543,39,6.09
2024-12-18,48,iM-6270,41,223.26
,65,lN-7026,19,194.45
2025-01-07,,gw-6840,,480.07
2024-06-29,86,Yr-4339,17,65.36
2024-10-28,70,RW-6519,18,272.68
2025-03-02,,Mj-1472,12,228.89
2024-10-30,71,,22,362.38
2025-01-01,46,tu-8282,38,139.17
2024-11-24,8,oH-6352,32,219.42
2024-09-28,95,yQ-7444,13,214.34
2024-09-29_err,36,gM-4829,38,299.3
2025-02-21,39,ps-2357,50,271.5
2024-04-07,32,AE-8701,13,438.14
2024-07-15,20,,7,188.82
2025-03-19,89,os-3300,37,201.27
2024-06-08,13,zZ-2006,34,426.23
2024-07-26,30,Qi-9981,44,420.52
2024-10-04,,kT-5443,40,401.06
2024-08-21,26,,,94.13
2024-08-19,44_err,Aj-4651,25,494.95
2025-01-20,19,EB-4735,32,39.76
2025-02-04,83,,28,401.54
2024-11-25,4,iv-0293,40,387.33
2024-08-30,,LO-6789,8,344.02
,46,Uw-6742,44,494.59
,84,nr-3140,7,485.25
2024-09-09,73,yx-4165,30,193.32
2024-05-13,43,ly-9095,29,
2024-09-04,48,Cx-0926,23,132.67
2024-11-16,54,jU-8933,35,442.58
2024-04-03,90,hV-5427,10_err,128.85_err
2024-11-07,60,MU-2501,21,
2024-09-30,50,dS-2854,23,199.99
2025-03-29,94,Cx-0946,40,110.22_err
2025-02-28,38,Mk-0117,32,229.55
2025-02-10,81,NT-2459_err,14,163.84
2024-11-06,68,vL-0482,7,227.65
2024-05-23,55,UP-9292,26,450.73
2024-07-05,100,XM-6081_err,10,278.74
2024-11-04,7,Dp-2977,47,
2024-10-03,10,bH-9827_err,38,211.31
2025-03-31,36,Al-7642,9,454.63
2025-03-19,75,FM-1625,45,115.34
2024-06-03,41,Hj-5405,37,228.48
2024-07-14,100,LK-8553,17,263.08
2025-02-22,55,YP-0785,16,184.44
2024-12-01,1,Vu-2084,30,
2024-07-14,18,,31,370.44
,35,zh-2009,37,245.49
2025-02-05,31,kj-0518,30,163.26
2024-08-16,11,om-7111,,363.36
2024-10-21,9,eB-9988,,386.1
2025-01-04,59,jY-3247,9,33.92
2024-12-10,32,EU-8797,34,397.69
2024-09-17,17,uv-3039,39,268.19
2024-06-21,72,,18,35.28
2024-11-11,73_err,rd-7381,29,
2024-10-20,,QW-6830,6,310.19
2025-02-08,14,kA-1242,14,479.76_err
2025-01-21,56,,33,353.49
2024-07-15,75,fO-2640_err,,151.36
2025-03-04,18,,49,471.84
2024-12-18,69,Vv-1156,40,397.5
2024-06-30,5,Mr-1565,1_err,32.7
2024-04-11,36,gl-6479,41,389.63
2025-01-08,85,YO-1504_err,6,494.64
2024-09-27,100,fO-5901,26,30.5
2024-07-22,36,iY-8052,,19.65
,52,nP-6866,27,122.84
2024-09-01,15_err,qA-8098,49,438.85_err
2024-07-14,51,PQ-6275,25,240.48
2024-06-03,26,WQ-5905,25,76.11
2024-08-04,54,Xr-4007,,224.06
2025-02-09,85,od-7105,13,
2024-04-13,33,sK-3738,6,149.84
2024-04-28,73,Ir-7690,30_err,27.11_err
2024-11-01,40,fb-9609,44,264.81_err
2024-11-30,10,fw-7261,15,249.88
2024-06-21,83,vP-6101_err,5,321.48
2024-10-06,20,jh-7795,8,238.38
2025-01-20,5,lc-0693,15,311.12
2024-05-19,94,sT-7851,20,128.09
2024-12-14,3,OX-2041,39,
2024-09-19,58,Kt-9951,19,103.5
2024-12-01,34,,28,362.46
2024-08-23,86,Zo-5870,26,355.39_err
2024-08-29,76,oq-2396_err,,30.79
2024-11-10,53,aJ-4359,41,319.58
2025-03-18,40,EH-9775,28,441.85
2024-06-05,56,dS-8400,19,77.89
2025-02-01,89_err,hJ-4042,,198.14
2024-12-03,76,,,444.31
2024-07-28,80,Xi-3507,7,41.49
2024-09-27,3,Dh-2201,45,244.92
2025-02-01,85,ir-3652,20,452.86
2025-02-03,92,gI-6699,10,24.63
2024-10-25,12,zA-8408_err,4_err,157.04
2024-09-13,70,Wu-7648,15,202.77
,33,GU-0309,31,232.77
2025-03-20,83,ON-9987_err,45,418.19
2025-02-08,,om-3959,9,75.09
2024-06-22,18,Ta-7731,,295.69
2024-10-29,46,xg-1694,11,471.8_err
2024-12-01,1,pb-4267,25,322.75
,56,,44,336.87
2024-06-30,72,Zo-3900,7,322.33
2024-12-06,53,Mb-9425,8,226.22
2025-02-21,29,,47,281.7
,29,mk-6298,19,402.59_err
2024-05-07,32,KZ-9124,30,392.52
2025-03-02,90,zQ-6488_err,42,363.23
2024-10-13,76,Jt-6354,16,324.14
2024-05-01,73,iX-2829_err,40,276.55
2024-12-15,99,PN-9493,8,245.5
2025-01-09,83,fp-1194_err,17,153.57
2024-06-21,80,NV-8648,21,182.52
2024-07-07,65,mC-3466,10,239.36
2024-12-04,14,OD-8184,13,398.35
2024-04-21,85,jr-1317,31,190.49
2025-01-24,44,FH-0685,29,20.21
,50,bO-5163,25,277.74
2024-07-04,99,do-3087,23,479.77
2024-10-02,71,,40,328.68
2024-04-14,67,jC-4367,38,418.72
2024-04-22_err,,df-7880,32,243.57
2024-05-16,52,Ib-9467,22,197.01
2025-03-29,56,WI-9989,26,363.31
2024-11-11,67,Sr-4155,22,175.37
2025-01-28,71,Wk-2075,9,228.55
2024-11-20,27,oW-9708,4,190.97
2024-10-07,71,,5,419.54_err
2024-05-07,,kJ-0879,9,464.0
2024-08-01,31,Ns-3811,4,73.84
2024-06-09,9,bu-7192,10,278.44
2024-12-23,30,Yh-3284,,248.74
2024-08-11,40,OM-4315,47,90.66
2024-06-25,43_err,RT-3682,17,129.91
2024-09-11,77,th-3376,1,314.11
2024-05-07,55,cS-9543,11,341.12
2024-09-08,53,ok-7668,19,47.31
2024-08-17,,lv-9385,36,206.13
2025-03-17,2,Dg-7447,42,128.75
2024-07-04,56,ru-5403,47,451.64
2024-10-05,,Zi-3666,25,65.73
2025-02-20,,,25,463.14
2024-10-21,85,dw-3922,50,201.72
,71,ev-5317,27,320.75
2024-11-20,22,Id-4051,,354.97
2025-01-15,87,iq-8368_err,34,
2024-08-08,51,vw-6231,48,362.91
,48,,11,227.88
2024-07-19,79,aY-7874,37,384.83
2024-10-23,45,LY-8449,11,189.22
2024-08-24,18_err,Nt-6836,5,323.71
2024-12-07,2,Ph-4750,45,
2024-06-02,39,,5,322.17
2024-07-12,95,,42_err,280.51
2024-04-30,16,,9,373.37
,47_err,Rv-8836,38,209.45
2025-01-05,60_err,Ov-0562,9,164.18
2024-08-14,54,FU-5207,21,
2025-03-23,40,Zm-6180,39,177.22
2024-12-31,18,Jz-4981,44,454.48_err
2025-01-29,62,sQ-3211,36,29.8_err
2025-01-22,29,MN-2945,15,267.26
2024-11-22,52,VJ-4521,44,480.38
2025-03-16,53,Yl-8988,12,349.11_err
2025-03-03,53,IC-8182,9,444.59
,12,yC-6028,31,145.25
2025-01-17,21,xJ-1371,17_err,415.6
2025-02-11,91,Zq-7399,11,120.27
,39,,22,72.16
2024-04-25,96,sU-9298,1,169.9
2024-11-12,42,QH-1151,34,185.28
,86,,29,111.87
2024-08-06,91_err,Ko-8702,5,327.06
2024-06-25,94,,25,281.31
2024-10-12,82,ts-1254_err,30,359.33
2024-07-15,72,EN-0458,30,197.23
2024-05-29,24,Em-4587,37,43.14
2025-03-14,44,EE-4361,44,8.85
2024-07-18,77,Wf-9393,38,161.61
2025-01-30,,Oy-7157,15,282.39
2024-07-07,9,RT-9349,2,320.03_err
2024-05-22,86,Qj-4958,37,37.78
2024-08-01,88,PA-3007,16_err,298.36
2024-11-22,,yJ-0446,26,464.73
2025-03-02,81,Zw-0888,38,282.18
2025-01-27,64,ou-1101,,242.48
2025-03-01,8,qF-2870_err,11,342.83
2025-02-22,37,,14,354.19
2024-06-25,57,mb-3714,,12.62
,70,,12,14.84
2024-07-01,78,vE-2671,16,31.39
2024-09-23,80,dF-6306,10,454.39
2025-02-23,43,vE-1654,44,33.19
2024-07-20,19,,29,408.64
2024-07-27,15,ZE-6671,24,43.81
2024-07-04,81,mU-3570,24,362.08
2024-12-27,,HJ-7709,8,
2024-12-08,25,Eb-9405,47,488.74
2025-02-08,14,hz-9949,39,77.1
2025-01-19,52_err,jB-4642,1,353.71
2024-12-11,37,rG-2149,14,166.52
,45,wP-3419,23,377.73
2025-02-23,92,gF-8416,41,165.92
2024-07-21,7,vy-3904,31,314.29
2024-10-04,31,sK-3422,30,252.31
2024-11-25,9,EC-3224,6,81.99
2025-02-05,5,JS-5258,17,245.02_err
2024-06-13,29,HZ-4352,34,82.75
2025-02-04,85,LQ-5722,2,179.87
2024-07-28,27,pW-7568,,55.27
2024-05-12,52,ow-3998,12,196.61
2025-04-02_err,15,ZC-2341,38,
2024-05-09,28_err,pD-5946,24,279.89
2024-10-01,90,kD-2390,33,469.27
,41,Us-3461,28,210.19
2024-04-14,18,dV-4979,29,24.43
2025-01-12_err,44,hB-9671,32,89.89
2024-12-23,55,Xk-1842_err,24,147.81
2024-07-16,91,fi-9957,29,
2024-09-23,22,hM-3574,39,306.8
2024-12-17,92,ch-1104,46,250.39
2024-07-11,43,uO-0596,4,296.5
2025-01-23,82,Gh-8676_err,19,215.63
2024-11-03,64,pJ-0618_err,47,281.16
2024-08-29,87,Vz-5336_err,1,460.97
2024-07-02,100,uA-2391,19_err,184.74
,88_err,hE-0188,44,269.23
2024-05-06,64,cL-3122,11,
2025-02-20,79,kw-0193,44,203.13
2024-06-11,68,gm-5562,30,490.36
2025-01-19,26,od-1186,19_err,495.82
2024-05-05,89,xn-5206,9,298.28
2025-02-09,22,co-8996,3,398.97
2024-07-01,30,CL-9399,21,184.31
2024-12-13,30,km-9053,2_err,269.98
2024-04-11_err,64,qb-2474,43,499.7
2024-04-06,9,ln-3096,15,369.11
2025-03-20,9,,7,169.93
2025-03-19,59,Hu-3876,42,104.65
2025-01-03,24,jr-1032,31,151.81
2024-11-02,92,Ac-8792,31,410.95
2025-02-06,91,sY-2332,6,13.79
2025-01-31,13,vP-5863,,106.92
2024-09-19,79,gM-5435,27,379.69
2024-06-06,52,,48,327.55
2025-03-26,9,dE-0908,6,93.91
2024-05-07,89,xz-7429,27,28.12
2024-04-30,51,Yl-7646,,190.28
2025-01-24,56,bY-3873,26,427.87
2025-01-30,10,Xc-8685_err,46,175.27
2025-03-03,74,SG-1227,23,386.02
2024-11-19,43,HF-0073,10,305.33
2025-01-24,83,TG-9383,32,204.11
2024-06-30,94,gj-1829,4,280.67
2024-08-14,83,cp-0454,46,190.37
2024-05-27,75,,4,314.08
2024-11-10,35,KF-5752,22,404.94
2024-09-01,56,Rb-7439,11,398.1
2025-03-26,82,Ox-6933,30,19.93
2025-02-03,69,oB-8377,,415.8
2024-05-28,18,FI-7185,39,257.16
2024-11-25,26,rP-4516,48,402.0
2025-02-09,49,Ht-7832,18_err,377.12
2024-06-13,93,IW-4335,44,77.83
2024-08-04,32,nV-7346,27,125.35
2025-02-06,81,ZO-3060,25_err,
2024-05-12,24,LK-8509,37_err,78.03
2025-01-06,85,Xz-7836,47,185.92
2024-06-05,34,yI-8731,29,305.04
2024-07-17,3,eS-7462,1,
2025-01-29,92,qr-0357,17,312.82_err
2025-03-20,21,Zk-8138,37,109.09
2025-01-01,44,DL-7837,39,243.75
,75,Kt-1577,40,93.51
2024-04-04,30,Tq-7663,15,390.6
2025-03-31,63,BO-9352,16,120.44
2025-03-25,2,qx-8318,,96.92
2024-12-05,63,Ub-1529,,130.58
2024-05-11,98,FL-2446,38,8.4
,21,nf-8580,13,152.95
